vegetable,city,season,quantity,duration,gender,price
7,6,1,1130,1,1,10
12,11,2,7930,1,1,81
11,0,1,9314,3,1,54
17,14,2,8850,2,2,34
19,21,3,6381,3,1,36
3,20,0,4280,3,1,113
1,9,1,7348,2,2,104
13,26,1,5146,2,2,65
14,22,0,6231,2,2,83
13,24,0,2657,1,1,54
6,7,2,1645,3,1,96
3,5,0,2114,3,1,37
16,12,0,3478,2,2,59
18,24,3,4121,3,1,58
9,6,2,4581,2,1,52
13,23,1,8276,1,2,68
12,27,1,6110,2,1,102
9,0,3,5652,3,2,52
8,21,2,2441,1,1,89
18,18,2,5768,3,2,26
11,20,1,5018,1,2,44
17,9,3,3402,3,2,10
4,17,3,7676,2,2,37
1,18,2,8934,2,2,83
6,20,0,5608,2,2,104
5,12,0,6885,1,1,68
9,26,3,3757,3,2,91
0,23,3,4694,3,2,67
1,22,2,6845,1,2,70
11,20,3,3946,3,1,110
3,22,0,5223,3,2,77
14,21,2,6579,1,2,42
17,7,0,6972,3,1,32
12,14,0,9215,2,2,104
4,3,3,8568,2,2,104
0,19,3,9655,1,2,50
1,27,0,1241,3,1,87
9,18,2,1979,3,2,70
6,2,2,5388,3,2,66
12,16,3,5722,1,1,103
11,4,2,6557,2,2,71
10,27,3,7330,3,1,88
9,8,2,7716,1,1,90
12,10,1,5045,1,2,59
7,7,2,6648,3,2,113
9,26,1,4582,3,2,96
2,18,3,1053,2,2,24
5,1,3,9862,1,1,112
15,6,0,3455,3,1,23
14,10,0,9112,1,2,119
7,6,1,3114,1,2,65
14,19,1,5818,1,1,22
4,20,2,7358,3,1,88
14,9,0,9047,3,2,52
5,19,0,3889,1,1,112
16,12,2,8102,1,1,16
10,20,2,9368,3,1,67
13,12,0,6029,3,1,78
18,6,1,5083,1,1,57
19,9,0,1250,1,1,53
5,25,3,5957,2,2,31
11,10,3,1697,2,2,78
5,25,3,3334,3,1,107
4,11,1,9177,1,2,71
7,14,3,6587,3,1,50
10,7,0,2665,2,1,45
16,10,1,6548,1,2,87
8,12,3,3808,3,2,19
9,16,2,3510,1,2,33
17,1,1,8493,3,1,90
12,21,0,3206,3,2,50
0,26,1,1378,3,2,115
1,3,1,9530,2,1,16
13,10,3,6372,3,1,116
6,25,3,5686,2,2,97
13,19,0,9920,3,2,59
12,9,0,2702,3,1,97
18,4,3,2114,3,2,112
7,4,2,1927,2,1,89
0,14,2,3633,3,1,51
8,6,3,7100,2,2,18
0,18,1,9933,3,1,52
15,25,1,6038,1,2,44
10,11,3,5256,1,2,74
16,20,3,9186,1,1,63
18,25,1,4740,1,2,50
9,6,0,6545,1,1,39
12,3,2,6319,1,1,110
16,1,0,3263,3,1,29
19,14,0,7759,3,2,105
19,26,0,2909,3,2,13
3,21,3,1800,2,1,35
11,4,1,8196,2,2,19
17,6,0,2861,2,1,69
14,0,3,5222,2,1,80
3,16,1,3699,1,2,80
5,9,0,5231,1,2,49
6,21,3,4575,1,2,22
14,27,0,6621,3,1,59
15,27,2,9664,3,2,55
11,26,1,3090,3,1,72
17,0,2,2798,1,1,52
5,25,0,2059,2,2,60
12,10,2,4487,2,1,69
7,15,2,3329,2,2,94
16,12,0,6664,2,2,99
19,7,1,5331,1,1,63
1,15,3,3676,1,2,116
11,23,3,3582,1,1,68
9,6,3,9190,1,2,58
9,25,1,3439,3,2,79
2,7,3,1923,1,1,40
19,18,3,3513,3,2,38
12,8,1,1949,2,1,67
0,13,2,1574,2,1,77
12,9,0,1758,1,1,60
11,26,0,2002,3,1,61
11,27,2,3215,3,1,101
11,4,0,5212,2,1,17
15,9,0,7054,1,2,48
6,26,0,7137,2,2,15
7,4,3,5873,1,1,62
10,26,3,6868,3,2,15
4,24,2,9498,1,1,98
12,4,1,9717,2,1,38
0,12,2,4029,2,2,32
19,4,3,4058,1,2,38
7,6,0,2236,3,1,20
1,16,2,3171,2,1,95
0,15,2,4878,3,1,60
10,7,1,5353,3,2,34
13,19,2,2550,3,2,33
18,11,3,7402,3,1,116
17,23,0,9862,2,1,117
12,9,3,1985,2,2,107
19,19,2,8940,2,2,52
17,3,0,6349,3,2,19
2,20,2,2204,1,1,81
8,6,1,5189,2,1,18
6,19,0,4832,3,1,115
14,4,3,4252,1,2,116
13,0,1,8490,3,2,62
12,5,3,3988,1,1,69
9,4,1,1248,2,1,70
8,0,0,9644,1,1,56
11,24,3,7792,3,2,90
3,3,2,6074,2,2,89
10,2,0,4859,1,1,35
0,11,1,7005,1,1,38
0,6,3,6484,3,1,15
5,5,2,4672,2,2,42
0,21,1,3385,3,2,112
18,2,2,2539,3,1,69
9,12,0,6683,1,1,29
17,21,3,6443,2,2,32
17,14,0,5646,2,2,117
12,24,1,6008,2,1,21
2,9,1,1356,3,2,100
15,13,3,3667,1,1,27
0,14,2,2580,1,2,13
11,14,2,1966,1,2,103
11,19,0,7116,1,1,91
8,14,2,7165,1,1,23
0,6,0,3511,3,2,76
7,20,1,4895,2,1,74
16,21,3,6346,3,2,31
16,19,2,2580,1,1,76
19,2,1,9847,2,2,68
5,12,3,5007,3,1,32
18,19,0,5986,1,1,75
14,17,0,3054,2,2,34
10,16,0,7930,2,1,50
12,24,1,3352,1,1,71
6,2,0,2744,3,2,104
0,10,2,1363,1,1,38
9,11,3,9319,3,1,89
16,20,2,4155,1,2,42
16,22,1,8714,1,1,52
10,26,0,7155,3,1,68
4,13,2,2147,3,1,30
9,19,1,2397,3,2,66
7,13,3,5452,1,2,32
11,9,0,2592,3,2,112
9,20,0,1538,3,1,75
4,26,0,3131,3,1,44
2,26,2,4101,1,2,26
9,5,0,8068,3,1,82
3,15,3,1182,1,1,13
19,2,0,8190,2,2,24
10,17,1,4743,2,2,61
7,13,3,8077,1,2,118
10,1,1,2387,3,2,19
7,7,0,5523,3,1,24
17,16,2,5888,3,1,113
11,26,1,4063,2,1,95
1,3,0,2978,2,1,58
0,22,2,8109,3,1,24
6,1,3,6359,2,1,66
17,8,0,1560,3,1,115
2,25,3,4776,3,1,46
3,27,1,4514,1,2,99
15,25,3,9710,3,2,34
17,12,2,8440,3,1,30
16,27,0,7284,3,1,111
18,23,1,3079,3,2,31
1,17,0,4402,2,2,19
7,13,0,8229,1,2,35
8,1,2,9129,1,1,45
19,3,2,3142,1,2,105
1,10,2,3077,1,1,101
16,15,1,2666,2,1,59
10,1,3,7834,3,2,61
15,21,1,7224,2,2,17
10,14,0,5180,3,1,44
2,10,2,2987,3,1,78
10,4,2,5311,1,2,64
1,22,1,5006,1,1,43
12,11,2,4273,1,2,45
0,8,2,7778,3,1,53
14,9,2,1405,1,2,35
12,17,0,6499,3,2,58
14,18,0,6584,3,1,65
18,0,3,5927,2,1,65
16,27,2,2427,3,1,49
9,26,1,9038,2,1,116
15,9,3,2472,1,2,44
12,19,0,1599,1,2,93
5,19,1,6994,2,2,97
12,13,1,3235,2,1,36
14,17,2,3312,3,2,26
14,2,1,4983,2,1,30
5,16,0,6622,1,2,30
5,25,0,1162,2,1,30
16,8,3,7411,3,1,111
1,11,3,2686,2,2,74
11,3,0,2039,2,2,44
17,10,2,3446,2,1,60
14,14,0,6324,2,2,105
16,13,2,6723,1,1,33
3,7,1,8588,3,2,85
15,0,3,8211,2,2,114
18,8,1,3709,1,1,50
18,15,2,1069,2,2,94
12,13,1,4796,2,1,87
1,5,1,5486,2,2,112
9,9,3,8102,1,2,105
3,8,1,1941,3,2,41
14,23,3,4086,3,2,25
10,11,1,2973,3,1,104
2,0,3,6056,3,1,54
4,22,0,6015,3,2,61
4,4,1,5924,1,1,50
6,16,0,6094,3,2,118
18,11,2,3880,3,1,17
5,14,2,2045,2,2,62
0,17,3,1830,1,2,43
5,1,2,5654,3,1,93
8,18,3,8310,2,1,45
7,18,0,2028,3,1,111
12,21,1,8570,2,2,43
19,10,1,8813,1,2,79
6,25,3,8765,2,1,104
17,15,1,7823,2,1,80
19,15,3,1891,1,1,83
5,6,2,3427,2,1,58
5,14,3,5905,3,2,15
15,12,1,4540,1,1,89
4,3,0,1859,3,2,10
16,13,3,8461,1,2,16
13,3,2,9158,3,1,76
0,10,0,7382,2,2,33
2,20,2,2748,1,2,16
2,16,0,8817,3,1,60
0,4,2,5009,3,2,20
6,18,1,3027,2,1,32
15,24,1,3393,1,2,87
15,1,2,9847,1,1,69
10,11,0,1681,3,1,119
3,13,1,7762,2,1,98
1,6,3,6987,3,2,48
14,22,2,7409,2,2,38
2,2,1,7191,3,2,95
4,12,0,6996,3,1,74
7,3,2,5147,3,2,87
16,18,1,2889,1,1,99
12,12,1,4058,2,2,18
8,22,0,6650,2,1,101
15,22,3,8675,2,2,48
13,2,1,9787,3,2,39
8,4,1,8554,2,2,76
0,22,1,6071,2,2,115
6,12,3,1847,3,2,18
16,8,1,5416,2,1,116
6,3,1,5998,1,2,10
13,16,3,2961,1,1,93
0,18,1,2714,1,1,47
12,11,3,9825,3,1,72
16,3,1,9305,2,2,83
13,26,0,3495,3,2,83
17,1,3,8176,2,1,99
12,1,1,2591,1,2,88
13,13,2,5514,2,1,101
9,12,1,6105,2,1,49
14,7,3,5971,2,2,94
7,0,0,1290,3,2,29
1,1,2,4928,1,2,117
9,12,3,1795,2,2,54
12,16,0,1655,1,1,113
15,10,2,6658,3,2,45
9,10,1,7666,3,2,55
7,15,0,6027,1,1,35
16,3,1,9214,3,1,94
8,26,3,6801,1,1,39
13,3,3,1698,1,2,10
0,8,1,8649,1,2,33
0,2,2,1865,1,2,113
4,4,2,1862,2,2,15
8,14,0,4340,2,1,90
8,9,1,2033,3,1,98
16,3,0,6987,2,2,53
17,12,2,3084,2,1,55
19,2,3,5050,1,2,76
15,7,1,7946,3,1,76
15,0,3,4157,2,1,55
0,18,1,2679,3,2,74
1,15,0,8885,3,1,61
4,13,2,6522,1,1,13
17,16,3,5840,1,2,18
8,15,3,1409,1,2,110
8,15,1,2003,1,1,90
14,9,3,1227,1,1,69
10,8,2,3000,3,1,29
1,15,2,9316,3,2,81
19,7,3,6619,1,2,97
18,11,2,9709,1,1,27
4,27,2,9167,2,2,106
5,4,3,3367,2,2,50
0,17,0,4852,2,1,89
1,1,1,8555,2,2,74
18,6,1,7726,1,1,100
10,3,0,2976,3,2,90
2,0,1,7429,3,1,112
15,8,2,7047,1,1,28
18,3,0,1553,3,1,46
18,15,2,5785,3,2,62
9,4,0,5826,1,2,116
1,1,0,7991,1,2,24
18,20,0,8677,2,2,76
0,26,0,2762,2,1,32
8,23,0,1837,3,1,43
2,9,0,9308,2,1,106
1,26,1,5053,2,1,118
17,12,2,2233,3,2,59
4,1,1,8363,2,2,78
3,26,2,5047,1,2,95
7,26,3,2244,2,2,114
0,24,2,8617,1,1,74
8,14,3,9962,2,2,111
5,22,0,8598,2,1,106
0,16,0,4989,2,1,61
10,20,3,4792,1,2,33
3,16,3,4700,2,1,96
8,20,1,6447,3,2,21
2,23,1,1194,2,1,10
5,20,1,8219,1,1,109
15,26,2,5070,2,2,21
4,3,1,9111,1,1,71
17,15,3,4769,2,1,49
18,19,1,6954,2,1,109
17,15,2,5778,3,2,85
15,24,0,6530,1,2,113
13,24,0,3289,3,1,53
3,15,1,6875,3,2,101
5,4,3,9325,2,1,48
11,23,1,3707,1,2,21
13,19,3,2835,2,1,35
16,7,1,4981,3,2,81
0,6,3,2565,2,2,66
14,10,2,6931,3,2,24
0,20,3,8015,2,1,68
17,16,1,4396,1,2,54
17,10,1,7510,3,2,71
11,13,0,8829,1,2,115
6,3,2,6132,3,1,98
10,12,2,2846,1,1,23
12,12,3,2785,1,1,99
19,5,3,1934,3,2,58
5,23,3,5826,3,2,71
9,25,3,3881,2,2,50
18,22,2,5380,2,1,114
1,9,2,7979,2,1,47
18,17,1,9274,2,1,39
12,21,2,5472,2,2,30
10,27,3,7814,2,1,15
7,11,2,3895,1,1,31
9,6,3,3112,2,1,71
5,9,1,9616,1,1,43
1,23,3,1205,3,2,69
6,22,0,9732,3,1,67
3,23,2,4664,3,1,24
10,25,1,2228,2,2,35
12,13,3,3452,2,2,45
11,17,1,3345,3,2,27
8,20,1,7383,3,1,21
9,22,2,4167,1,1,70
18,20,3,5645,1,1,86
6,6,2,4199,2,1,78
4,8,0,2483,2,2,17
3,27,1,4920,2,1,27
13,6,3,4023,2,2,78
17,11,2,6164,2,1,24
10,15,1,4319,3,1,39
10,11,0,6357,1,1,95
14,12,0,5970,1,2,80
19,21,0,9788,2,2,45
17,11,2,1642,2,2,80
8,2,0,7801,2,2,28
16,20,2,4372,1,2,28
19,18,0,2515,3,1,71
15,9,1,4643,2,2,78
0,16,2,7181,2,1,42
7,0,3,5803,2,1,23
0,7,2,2265,1,1,112
14,15,3,6243,2,1,80
14,18,1,2477,3,2,102
2,6,2,7768,3,2,72
13,6,2,3541,1,1,92
1,22,1,4029,3,2,38
0,17,0,1735,1,2,81
6,12,1,7348,3,1,109
1,25,1,4871,1,1,19
6,7,1,4977,2,2,85
17,2,3,2309,3,2,22
11,16,2,7007,1,2,44
15,7,2,1836,1,2,119
17,24,3,5643,1,1,85
7,22,2,4555,3,2,60
7,15,2,1497,3,2,61
6,20,3,1575,2,2,72
0,20,1,5490,1,2,10
4,25,2,5910,2,1,36
15,0,1,5094,3,2,56
14,0,0,5121,1,2,70
3,4,1,8880,2,1,48
1,8,3,7344,1,1,26
12,26,2,3609,2,1,70
13,13,2,5383,3,1,40
14,8,0,1095,1,1,15
15,4,2,1084,1,2,86
14,10,2,7164,2,1,21
1,14,0,7113,1,2,61
13,23,1,5276,3,1,51
19,23,2,1984,3,1,102
15,23,1,1482,1,2,114
2,24,3,5629,3,1,78
15,24,1,8729,2,2,23
6,7,2,4063,3,1,93
10,1,2,4791,1,1,46
13,24,2,9787,1,2,69
19,16,3,1894,3,2,31
19,10,1,5687,2,2,56
11,20,2,5518,2,1,75
16,6,0,7245,3,1,20
19,19,3,3895,1,2,48
13,16,0,9425,2,2,69
13,9,3,7018,2,2,24
2,25,1,6546,2,2,29
7,24,1,9727,2,1,119
13,10,0,5021,1,1,104
3,13,2,9631,2,1,22
18,5,0,4436,2,2,102
15,11,2,7564,2,1,46
14,23,3,1887,2,2,13
19,19,0,4620,3,1,116
8,25,2,7387,3,1,60
13,10,2,1901,1,1,105
19,13,2,5496,3,2,61
12,16,3,2446,2,1,113
9,22,3,5694,3,2,48
9,1,0,7677,1,2,13
9,10,3,3941,2,1,119
4,14,3,9560,3,2,98
6,22,2,4466,3,2,30
11,17,2,4943,1,2,60
8,19,3,8165,2,1,29
4,24,3,2054,3,2,41
5,2,2,9633,2,2,30
5,13,1,1964,2,2,106
15,11,3,2060,2,2,93
16,4,0,1780,1,2,19
18,20,1,1803,2,2,40
10,0,1,9080,3,1,31
4,11,2,3607,2,1,59
8,26,3,3200,2,2,64
18,11,3,3812,3,1,44
15,2,0,8158,3,2,36
8,11,0,7283,1,2,73
14,13,3,5275,1,2,64
15,7,3,2406,2,2,75
11,16,2,1317,1,2,61
6,18,1,6766,3,1,13
10,21,2,2289,3,2,30
18,2,3,6460,2,2,118
16,4,2,6140,3,2,100
16,17,2,1904,3,1,57
15,8,3,6555,2,1,35
9,8,0,4805,3,1,80
10,20,1,7310,1,1,64
9,23,0,8996,2,1,90
2,24,0,3371,3,2,27
15,0,3,1365,2,2,46
17,17,0,9463,1,1,40
17,6,1,6744,2,2,42
8,21,2,8665,1,2,47
8,27,0,1622,2,1,93
14,12,2,7204,3,1,78
4,25,3,4116,1,1,38
12,18,2,2640,3,2,45
4,7,0,2013,1,2,60
13,27,3,6140,3,2,25
15,20,3,8990,3,2,33
16,21,2,2937,1,1,94
6,14,3,8554,2,1,65
3,13,2,5368,1,1,73
18,2,3,4122,3,1,103
18,18,1,1342,1,1,53
9,19,3,2849,3,2,46
9,27,2,1522,1,2,77
5,10,1,6430,2,2,110
14,20,3,1897,3,2,56
17,16,3,5006,1,1,86
15,19,1,3477,2,1,62
1,1,1,8740,2,1,80
6,24,1,7078,2,1,95
19,0,0,9365,3,2,75
7,26,2,7837,2,2,62
13,3,1,1362,2,1,77
13,16,0,5402,3,2,70
14,10,3,8747,2,2,101
13,4,1,7174,2,2,87
2,18,0,9616,1,1,77
15,2,2,1560,1,1,39
8,24,1,1989,1,1,86
11,23,3,9062,3,2,14
18,27,1,1571,2,2,73
18,3,2,4181,2,2,112
5,3,3,6198,3,2,32
6,25,2,2942,3,1,70
16,5,0,3916,2,2,100
2,7,3,5471,1,2,70
14,25,3,5445,1,2,43
14,2,1,3143,1,2,80
1,21,3,7447,3,1,17
18,13,0,2029,2,1,24
17,22,0,5530,3,2,73
19,22,2,7621,1,1,23
2,20,0,4932,3,1,15
10,4,3,4174,3,1,96
8,20,1,7552,2,1,103
6,6,2,2801,1,1,18
19,3,3,6869,3,2,102
14,26,2,6811,3,1,48
12,8,0,2878,1,2,71
1,9,0,6392,1,1,98
10,9,0,5864,1,2,69
0,22,2,8989,2,2,88
15,19,0,7493,1,2,81
18,16,3,1072,1,2,105
15,27,0,7317,3,1,34
11,12,0,8250,1,2,78
10,12,1,6838,3,2,43
12,25,3,9990,3,1,72
15,6,2,8717,2,2,36
16,18,0,8694,3,1,31
5,27,3,9613,3,1,58
2,18,1,4825,3,2,25
0,4,2,9169,3,2,100
3,16,3,7078,1,1,84
16,3,3,9313,2,1,51
18,26,0,1647,1,1,79
11,4,1,7955,1,1,95
9,13,3,1270,3,1,17
8,27,1,6088,2,2,46
10,15,2,3845,2,2,20
4,18,3,7892,2,1,78
7,14,3,1092,1,2,46
13,23,3,5672,3,1,69
19,21,2,5268,2,1,14
12,26,1,7116,2,2,38
16,3,1,3862,1,1,10
9,10,2,4266,3,1,107
14,17,3,7197,2,2,34
18,9,1,2357,3,2,97
11,12,1,9550,1,1,101
14,17,0,6203,3,2,69
7,26,0,5510,1,1,107
6,18,3,8934,1,1,111
15,27,0,3544,3,1,105
18,6,1,6867,3,1,118
19,16,0,6260,1,2,67
7,5,2,6310,2,2,38
15,9,0,1844,1,2,114
13,0,1,1028,1,2,59
14,19,3,4345,1,2,47
1,24,1,1935,2,1,54
15,14,2,4958,1,2,26
17,9,2,9060,1,1,45
11,22,2,7237,1,1,81
9,22,0,3878,3,2,89
9,21,3,7057,2,2,105
10,16,2,1138,1,1,102
7,8,1,9659,3,1,65
1,20,1,4203,1,2,44
14,13,0,3804,3,1,56
11,15,0,6704,2,1,15
4,0,2,9430,3,2,24
10,20,1,2112,3,1,53
1,16,1,2610,3,2,97
2,12,2,4396,3,1,95
14,7,1,4542,2,1,103
13,20,1,6033,3,1,32
14,21,0,8178,1,1,67
19,25,1,7159,3,1,19
11,27,2,9040,2,1,96
9,0,2,3931,3,2,49
16,25,2,8684,2,2,53
13,14,2,7057,2,1,90
6,24,2,6977,1,2,23
15,24,2,5936,3,1,36
14,12,1,4953,2,1,25
0,23,3,5776,2,2,108
9,27,0,1108,1,1,25
3,0,2,5995,3,1,19
0,26,1,5836,1,1,114
1,3,0,9000,1,2,47
0,24,0,5983,1,1,43
17,12,2,7742,2,1,73
8,22,3,7508,3,1,116
17,14,3,5379,2,2,54
17,27,0,9858,2,2,22
2,14,0,7198,1,2,27
10,21,3,8193,1,1,78
5,9,0,2562,2,1,27
7,3,0,5908,1,2,10
9,11,3,9177,1,1,42
5,24,0,9314,1,2,51
15,5,2,5393,2,2,73
12,26,3,9345,2,2,96
7,26,0,7475,3,1,15
7,0,3,7685,3,1,11
9,3,0,3356,2,2,75
18,10,0,7381,1,1,100
9,26,3,8903,2,2,108
18,24,0,4497,2,1,54
3,22,2,6975,2,2,28
16,15,2,8793,1,1,59
11,2,0,7857,3,1,108
1,25,3,4714,3,1,66
4,1,3,9099,2,1,92
11,8,0,7004,3,2,79
7,8,0,3886,1,1,53
16,5,2,9504,1,2,22
17,24,1,6716,2,2,74
10,22,3,7465,3,2,116
15,27,0,8572,2,1,84
11,23,0,5547,3,1,57
17,6,3,4263,3,2,86
8,22,0,4931,3,1,106
10,1,2,3852,3,1,13
4,14,0,5689,1,1,42
0,4,0,7819,2,1,83
10,0,1,3739,1,1,47
3,1,1,6186,1,2,17
16,13,0,9451,3,1,78
14,23,3,5122,1,1,54
12,25,2,5241,3,1,117
0,6,0,7138,1,2,16
9,19,3,1109,2,1,34
13,26,3,8441,3,1,101
3,14,3,8689,3,2,69
3,20,0,3937,2,1,94
4,4,1,5986,3,2,37
3,25,1,6109,1,1,116
19,24,2,2357,1,1,106
14,4,3,3465,3,2,43
19,23,2,1456,1,1,56
15,15,1,1260,2,2,10
12,11,1,7255,3,2,32
17,12,0,4733,3,2,66
0,12,1,9706,1,2,29
1,21,2,1422,3,2,31
5,10,0,7262,2,2,22
15,15,2,9914,3,1,21
7,14,2,2666,2,2,93
2,27,0,4866,2,2,71
12,21,2,1254,1,1,72
1,1,2,4472,1,1,36
17,19,3,1885,3,1,84
5,24,3,2566,2,1,28
7,1,1,9207,1,2,23
15,26,3,9219,1,2,41
9,25,3,5760,2,2,36
5,2,1,8367,3,2,52
17,22,3,4712,2,1,88
19,12,1,9884,3,1,22
15,0,0,7552,2,1,97
19,1,2,1904,3,2,19
19,26,0,3537,3,2,107
2,3,2,5806,1,2,60
9,9,2,7135,2,1,67
1,4,0,3057,2,2,111
14,5,1,6779,2,2,11
10,10,2,2493,2,1,78
18,19,0,4496,3,1,64
14,2,1,5775,3,2,109
15,0,0,2618,1,2,56
17,5,3,6956,3,1,114
18,23,2,1112,3,2,27
9,25,3,7169,1,1,118
2,25,0,7158,1,1,90
7,18,3,3191,1,1,10
9,8,2,8661,3,2,97
5,25,2,9115,3,2,45
2,5,1,8854,2,1,97
5,21,3,9100,2,1,72
3,14,3,6550,3,1,116
11,3,3,4430,3,1,102
19,16,3,4471,2,1,39
8,13,1,7683,3,1,31
10,20,3,5964,2,1,19
7,20,1,9838,2,1,66
1,18,1,6963,1,2,43
3,5,2,9668,3,1,92
0,11,3,9249,3,2,17
7,24,3,5813,3,2,77
16,13,1,8058,1,2,47
16,24,0,5800,1,2,46
11,12,2,5681,3,1,46
7,11,0,6795,2,1,90
15,18,0,3434,1,2,47
13,3,0,7976,2,1,32
10,22,1,7145,3,2,99
8,6,0,1337,2,1,64
1,9,0,5019,1,2,16
4,26,1,1543,1,2,104
6,11,2,4569,3,1,101
12,19,3,7495,3,2,46
8,3,0,8012,2,2,77
15,1,1,2920,3,1,43
16,3,2,7005,3,2,23
16,7,2,5409,1,2,61
13,5,2,6572,3,2,97
16,0,1,8173,1,1,70
7,11,0,2138,3,2,95
11,9,0,9618,3,1,74
16,16,1,3311,1,1,22
17,16,2,2120,2,2,10
1,9,3,6397,3,2,60
17,12,1,2559,1,2,20
16,18,2,7365,2,1,119
8,27,2,9627,1,1,66
16,16,0,5953,1,2,61
19,5,1,3373,2,1,118
2,25,0,1472,2,1,12
18,26,1,9234,1,1,81
6,9,2,6418,1,2,14
17,10,2,1997,3,2,102
9,8,1,8811,1,1,43
1,12,3,6948,2,1,106
13,16,2,7500,3,2,81
17,20,2,5642,1,2,39
11,12,3,5683,2,1,59
12,27,0,3010,1,1,41
17,20,3,7428,2,1,33
15,27,1,2444,3,1,79
11,21,1,9064,1,1,65
19,27,0,1135,1,1,12
12,16,1,7851,2,1,117
19,20,3,7530,3,1,96
9,15,1,6358,3,2,14
3,19,1,9528,1,2,106
15,22,2,2239,3,1,28
7,24,1,4021,3,2,76
1,15,0,3386,3,2,67
8,21,1,4026,2,2,56
17,4,3,2405,2,1,33
18,2,2,1559,3,2,18
13,26,1,2373,1,1,24
2,4,2,3949,1,1,49
0,7,3,1984,1,2,65
14,16,0,3189,2,1,25
8,16,0,2059,1,1,92
16,4,0,5097,2,1,92
0,3,3,5677,3,2,108
16,22,3,6984,3,2,114
7,2,3,6531,1,2,86
11,13,0,9753,3,2,32
2,17,2,6903,2,2,87
9,9,2,8194,2,1,78
15,7,1,2953,3,2,58
1,7,3,5510,1,1,58
13,17,2,8595,1,2,87
3,8,0,4779,3,1,111
14,5,3,5532,3,1,95
4,21,3,1210,3,2,14
6,22,0,2390,3,1,98
14,4,3,3710,2,2,79
19,12,3,1640,2,2,48
1,0,3,6000,3,2,56
17,22,3,4870,3,2,100
9,23,1,1944,3,1,119
0,24,0,2827,1,1,40
6,26,3,3256,1,2,38
15,4,2,7525,2,1,105
7,3,3,6396,1,2,61
11,14,3,6217,2,1,18
3,22,1,8469,2,1,70
16,24,0,7400,3,2,86
13,18,1,4409,3,1,78
14,9,2,9040,2,2,89
8,27,2,8442,1,1,78
7,6,3,1801,1,1,70
5,19,3,3525,1,2,108
17,16,0,7001,1,1,58
9,20,3,2481,1,2,54
17,14,3,6789,2,1,46
8,13,1,5529,3,1,60
12,20,2,2019,1,2,71
7,13,0,1926,3,1,108
9,26,3,9117,2,1,52
3,0,2,8569,3,2,58
2,25,0,4857,2,2,100
0,9,0,3618,3,2,63
0,20,2,7040,3,1,111
10,10,2,3723,3,1,60
14,27,1,4130,1,1,42
11,27,2,4049,1,1,60
12,24,2,5550,1,2,25
5,2,0,8212,1,2,73
10,15,0,5114,3,1,45
6,21,3,7474,3,1,62
14,24,1,7249,2,1,108
9,27,3,6615,1,1,57
17,2,2,2385,2,2,11
8,15,3,3607,3,1,41
1,18,3,6161,3,2,70
4,23,0,7807,1,2,15
11,9,3,7630,1,2,61
13,11,2,2210,2,1,42
6,12,1,6924,1,2,53
6,0,0,5098,2,2,81
5,12,1,5778,1,2,104
4,1,2,6829,1,2,55
5,6,1,3295,1,1,110
7,19,0,7684,1,2,37
6,21,1,4712,1,2,55
19,4,2,4802,2,1,20
8,23,0,1664,3,2,15
15,17,0,5012,2,2,106
14,8,3,9650,1,2,109
5,7,0,3076,3,1,44
1,23,3,7229,3,2,118
17,2,2,3602,3,1,68
3,2,3,4576,1,2,34
17,22,1,2826,3,1,25
11,21,3,8152,3,2,91
15,10,3,8105,3,2,107
4,3,2,6670,2,1,20
3,7,3,9156,2,1,30
0,10,1,1100,2,2,39
6,23,1,7285,2,2,53
14,5,2,2522,2,1,82
13,22,2,4615,3,1,52
10,0,3,5537,2,2,93
19,7,3,3701,1,2,109
5,4,3,9609,2,2,62
1,6,2,8483,3,2,45
11,25,2,8157,3,2,98
16,16,0,8327,1,2,88
18,23,3,6346,3,2,54
12,17,1,3172,2,2,59
15,4,2,8978,1,1,55
6,4,2,3171,3,1,62
11,20,0,4088,1,2,21
7,24,0,1352,3,2,116
5,4,2,5136,3,1,13
9,14,3,2935,1,1,76
13,10,1,9876,2,2,14
18,8,3,3592,1,1,52
5,12,3,3259,2,1,18
0,26,3,7869,3,1,22
4,6,0,8621,2,2,90
10,24,0,2005,3,2,50
17,18,0,8362,1,2,28
1,2,3,7317,3,2,82
8,15,0,9280,2,2,85
1,21,1,7250,3,2,95
11,22,0,5592,2,2,25
5,17,3,7574,3,2,24
2,4,0,6389,3,1,20
6,23,0,5672,1,2,95
17,20,0,2566,3,1,68
5,23,0,4096,3,2,22
19,7,0,7083,3,2,114
12,8,0,8702,2,2,36
19,26,3,5577,1,1,55
17,23,2,8321,2,2,103
6,26,1,2405,2,2,48
11,0,3,1240,1,2,40
8,0,1,4722,3,1,45
17,5,3,8242,1,2,18
9,17,3,4846,3,1,39
6,23,2,1100,3,2,55
18,4,1,9062,2,1,59
15,6,1,8621,1,2,60
15,11,1,4773,1,1,20
7,27,2,2433,3,1,19
3,17,1,9914,2,2,112
1,9,3,6372,2,2,82
7,12,2,7016,2,2,74
8,9,2,5036,2,1,73
3,24,2,8490,1,1,76
12,27,3,8952,2,2,86
1,12,3,7198,2,1,117
10,0,1,2245,1,2,94
5,22,2,8184,2,1,107
9,4,3,5134,1,1,95
9,20,3,9637,1,2,49
18,21,3,9807,3,2,81
17,6,2,9188,3,2,48
3,8,0,1218,1,2,75
